"route_id","agency_id","route_short_name","route_long_name","route_type","route_color","route_text_color","route_desc"
22466_3,336,"103","",3,"","",""
22467_3,336,"105","",3,"","",""
22468_3,336,"106","",3,"","",""
22469_3,336,"11","",3,"","",""
22470_3,336,"110","",3,"","",""
22471_3,336,"111","",3,"","",""
22472_3,336,"112","",3,"","",""
22473_3,336,"115","",3,"","",""
22474_3,336,"116","",3,"","",""
22475_3,336,"119","",3,"","",""
22477_3,336,"123","",3,"","",""
22478_3,336,"124","",3,"","",""
22479_3,336,"125","",3,"","",""
22480_3,336,"128","",3,"","",""
22481_3,336,"13","",3,"","",""
22482_3,336,"134","",3,"","",""
22483_3,336,"135","",3,"","",""
22484_3,336,"136","",3,"","",""
22485_3,336,"138","",3,"","",""
22487_3,336,"140","",3,"","",""
22489_3,336,"143","",3,"","",""
22490_3,336,"144","",3,"","",""
22491_3,336,"147","",3,"","",""
22493_3,336,"16","",3,"","",""
22494_3,336,"166","",3,"","",""
22495_3,336,"177","",3,"","",""
22496_3,336,"179","",3,"","",""
22500_3,336,"188","",3,"","",""
22501_3,336,"19","",3,"","",""
22502_3,336,"198","",3,"","",""
22504_3,336,"2","",3,"","",""
22506_3,336,"2","",3,"","",""
22507_3,336,"2","",3,"","",""
22508_3,336,"2","",3,"","",""
22509_3,336,"204","",3,"","",""
22510_3,336,"207","",3,"","",""
22511_3,336,"208","",3,"","",""
22512_3,336,"210","",3,"","",""
22513_3,336,"211","",3,"","",""
22514_3,336,"212","",3,"","",""
22515_3,336,"214","",3,"","",""
22516_3,336,"216","",3,"","",""
22517_3,336,"217","",3,"","",""
22519_3,336,"220","",3,"","",""
22520_3,336,"223","",3,"","",""
22521_3,336,"224","",3,"","",""
22522_3,336,"225","",3,"","",""
22523_3,336,"226","",3,"","",""
22524_3,336,"227","",3,"","",""
22525_3,336,"229","",3,"","",""
22526_3,336,"236","",3,"","",""
22527_3,336,"239","",3,"","",""
22530_3,336,"253","",3,"","",""
22531_3,336,"254","",3,"","",""
22532_3,336,"256","",3,"","",""
22533_3,336,"257","",3,"","",""
22534_3,336,"261","",3,"","",""
22535_3,336,"263","",3,"","",""
22536_3,336,"264","",3,"","",""
22537_3,336,"265","",3,"","",""
22538_3,336,"266","",3,"","",""
22539_3,336,"267","",3,"","",""
22540_3,336,"268","",3,"","",""
22541_3,336,"269","",3,"","",""
22542_3,336,"278","",3,"","",""
22543_3,336,"280","",3,"","",""
22544_3,336,"283","",3,"","",""
22546_3,336,"285","",3,"","",""
22547_3,336,"292","",3,"","",""
22548_3,336,"293","",3,"","",""
22549_3,336,"294","",3,"","",""
22550_3,336,"295","",3,"","",""
22551_3,336,"3","",3,"","",""
22553_3,336,"3","",3,"","",""
22554_3,336,"3","",3,"","",""
22555_3,336,"3","",3,"","",""
22556_3,336,"3","",3,"","",""
22557_3,336,"3","",3,"","",""
22558_3,336,"320","",3,"","",""
22559_3,336,"321","",3,"","",""
22560_3,336,"322","",3,"","",""
22561_3,336,"330","",3,"","",""
22562_3,336,"333","",3,"","",""
22563_3,336,"334","",3,"","",""
22564_3,336,"335","",3,"","",""
22565_3,336,"336","",3,"","",""
22566_3,336,"338","",3,"","",""
22568_3,336,"340","",3,"","",""
22569_3,336,"341","",3,"","",""
22570_3,336,"342","",3,"","",""
22571_3,336,"343","",3,"","",""
22572_3,336,"344","",3,"","",""
22573_3,336,"345","",3,"","",""
22574_3,336,"346","",3,"","",""
22576_3,336,"348","",3,"","",""
22577_3,336,"349","",3,"","",""
22578_3,336,"350","",3,"","",""
22579_3,336,"351","",3,"","",""
22580_3,336,"352","",3,"","",""
22582_3,336,"374","",3,"","",""
22583_3,336,"376","",3,"","",""
22584_3,336,"377","",3,"","",""
22585_3,336,"380","",3,"","",""
22586_3,336,"381","",3,"","",""
22587_3,336,"383","",3,"","",""
22589_3,336,"4","",3,"","",""
22591_3,336,"4","",3,"","",""
22592_3,336,"4","",3,"","",""
22594_3,336,"4","",3,"","",""
22595_3,336,"4","",3,"","",""
22597_3,336,"403","",3,"","",""
22603_3,336,"411","",3,"","",""
22604_3,336,"415","",3,"","",""
22605_3,336,"416","",3,"","",""
22606_3,336,"417","",3,"","",""
22607_3,336,"418","",3,"","",""
22608_3,336,"422","",3,"","",""
22609_3,336,"425","",3,"","",""
22610_3,336,"426","",3,"","",""
22611_3,336,"427","",3,"","",""
22612_3,336,"428","",3,"","",""
22613_3,336,"429","",3,"","",""
22614_3,336,"43","",3,"","",""
22615_3,336,"431","",3,"","",""
22617_3,336,"447","",3,"","",""
22618_3,336,"448","",3,"","",""
22619_3,336,"449","",3,"","",""
22620_3,336,"460","",3,"","",""
22621_3,336,"471","",3,"","",""
22622_3,336,"472","",3,"","",""
22623_3,336,"473","",3,"","",""
22624_3,336,"474","",3,"","",""
22625_3,336,"485","",3,"","",""
22626_3,336,"487","",3,"","",""
22627_3,336,"5","",3,"","",""
22629_3,336,"5","",3,"","",""
22631_3,336,"5","",3,"","",""
22632_3,336,"5","",3,"","",""
22633_3,336,"510","",3,"","",""
22634_3,336,"520","",3,"","",""
22635_3,336,"521","",3,"","",""
22636_3,336,"524","",3,"","",""
22637_3,336,"525","",3,"","",""
22638_3,336,"527","",3,"","",""
22639_3,336,"532","",3,"","",""
22640_3,336,"533","",3,"","",""
22641_3,336,"534","",3,"","",""
22642_3,336,"537","",3,"","",""
22643_3,336,"538","",3,"","",""
22644_3,336,"539","",3,"","",""
22645_3,336,"541","",3,"","",""
22647_3,336,"561","",3,"","",""
22648_3,336,"562","",3,"","",""
22649_3,336,"563","",3,"","",""
22650_3,336,"564","",3,"","",""
22651_3,336,"565","",3,"","",""
22652_3,336,"566","",3,"","",""
22653_3,336,"567","",3,"","",""
22654_3,336,"573","",3,"","",""
22655_3,336,"574","",3,"","",""
22656_3,336,"575","",3,"","",""
22657_3,336,"576","",3,"","",""
22658_3,336,"577","",3,"","",""
22659_3,336,"591","",3,"","",""
22660_3,336,"592","",3,"","",""
22662_3,336,"6","",3,"","",""
22663_3,336,"6","",3,"","",""
22664_3,336,"6","",3,"","",""
22666_3,336,"6","",3,"","",""
22667_3,336,"619","",3,"","",""
22668_3,336,"620","",3,"","",""
22669_3,336,"626","",3,"","",""
22670_3,336,"627","",3,"","",""
22672_3,336,"631","",3,"","",""
22673_3,336,"632","",3,"","",""
22674_3,336,"633","",3,"","",""
22675_3,336,"634","",3,"","",""
22676_3,336,"635","",3,"","",""
22677_3,336,"636","",3,"","",""
22678_3,336,"641","",3,"","",""
22679_3,336,"642","",3,"","",""
22680_3,336,"645","",3,"","",""
22681_3,336,"654","",3,"","",""
22682_3,336,"655","",3,"","",""
22683_3,336,"656","",3,"","",""
22684_3,336,"661","",3,"","",""
22685_3,336,"662","",3,"","",""
22686_3,336,"665","",3,"","",""
22687_3,336,"670","",3,"","",""
22688_3,336,"671","",3,"","",""
22689_3,336,"673","",3,"","",""
22690_3,336,"674","",3,"","",""
22691_3,336,"675","",3,"","",""
22692_3,336,"676","",3,"","",""
22693_3,336,"678","",3,"","",""
22694_3,336,"679","",3,"","",""
22695_3,336,"682","",3,"","",""
22696_3,336,"685","",3,"","",""
22697_3,336,"691","",3,"","",""
22698_3,336,"693","",3,"","",""
22699_3,336,"697","",3,"","",""
22700_3,336,"698","",3,"","",""
22702_3,336,"7","",3,"","",""
22704_3,336,"7","",3,"","",""
22706_3,336,"710","",3,"","",""
22707_3,336,"711","",3,"","",""
22708_3,336,"713","",3,"","",""
22709_3,336,"716","",3,"","",""
22710_3,336,"721","",3,"","",""
22711_3,336,"722","",3,"","",""
22712_3,336,"723","",3,"","",""
22713_3,336,"725","",3,"","",""
22714_3,336,"726","",3,"","",""
22715_3,336,"733","",3,"","",""
22716_3,336,"735","",3,"","",""
22717_3,336,"736","",3,"","",""
22718_3,336,"737","",3,"","",""
22719_3,336,"738","",3,"","",""
22720_3,336,"741","",3,"","",""
22721_3,336,"742","",3,"","",""
22722_3,336,"743","",3,"","",""
22723_3,336,"752","",3,"","",""
22724_3,336,"754","",3,"","",""
22725_3,336,"756","",3,"","",""
22726_3,336,"757","",3,"","",""
22727_3,336,"763","",3,"","",""
22728_3,336,"766","",3,"","",""
22729_3,336,"771","",3,"","",""
22730_3,336,"772","",3,"","",""
22731_3,336,"774","",3,"","",""
22732_3,336,"775","",3,"","",""
22733_3,336,"777","",3,"","",""
22734_3,336,"779","",3,"","",""
22735_3,336,"782","",3,"","",""
22736_3,336,"784","",3,"","",""
22737_3,336,"786","",3,"","",""
22738_3,336,"787","",3,"","",""
22739_3,336,"788","",3,"","",""
22740_3,336,"789","",3,"","",""
22741_3,336,"8","",3,"","",""
22742_3,336,"8","",3,"","",""
22743_3,336,"8","",3,"","",""
22744_3,336,"801","",3,"","",""
22746_3,336,"803","",3,"","",""
22748_3,336,"811","",3,"","",""
22749_3,336,"812","",3,"","",""
22750_3,336,"814","",3,"","",""
22751_3,336,"816","",3,"","",""
22752_3,336,"820","",3,"","",""
22753_3,336,"823","",3,"","",""
22754_3,336,"831","",3,"","",""
22755_3,336,"832","",3,"","",""
22756_3,336,"834","",3,"","",""
22757_3,336,"835","",3,"","",""
22758_3,336,"836","",3,"","",""
22759_3,336,"837","",3,"","",""
22760_3,336,"838 A","",3,"","",""
22761_3,336,"838 B","",3,"","",""
22762_3,336,"839","",3,"","",""
22763_3,336,"840","",3,"","",""
22765_3,336,"843","",3,"","",""
22767_3,336,"846","",3,"","",""
22768_3,336,"861","",3,"","",""
22769_3,336,"868","",3,"","",""
22770_3,336,"873","",3,"","",""
22771_3,336,"875","",3,"","",""
22772_3,336,"876","",3,"","",""
22773_3,336,"9","",3,"","",""
22774_3,336,"9","",3,"","",""
22775_3,336,"900X","",3,"","",""
22776_3,336,"915X","",3,"","",""
22833_3,336,"1","",3,"","",""
22834_3,336,"282","",3,"","",""
22835_3,336,"4","",3,"","",""
22836_3,336,"5","",3,"","",""
22837_3,336,"7","",3,"","",""
22839_3,336,"802","",3,"","",""
23099_3,336,"252","",3,"","",""
23238_3,336,"1995","",3,"","",""
23239_3,336,"1996","",3,"","",""
23253_3,336,"371","",3,"","",""
23254_3,336,"373","",3,"","",""
23323_3,336,"11","",3,"","",""
23324_3,336,"12","",3,"","",""
23325_3,336,"14","",3,"","",""
23328_3,336,"187","",3,"","",""
23375_3,336,"148","",3,"","",""
23376_3,336,"248","",3,"","",""
23377_3,336,"401","",3,"","",""
23378_3,336,"944X","",3,"","",""
23383_3,336,"1A","",3,"","",""
23385_3,336,"2A","",3,"","",""
23387_3,336,"3B","",3,"","",""
23388_3,336,"4B","",3,"","",""
23389_3,336,"5C","",3,"","",""
23391_3,336,"6C","",3,"","",""
23392_3,336,"7C","",3,"","",""
23393_3,336,"8C","",3,"","",""
23394_3,336,"2","",3,"","",""
23395_3,336,"7","",3,"","",""
23428_3,336,"382","",3,"","",""
23429_3,336,"9","",3,"","",""
23563_3,336,"18A","",3,"","",""
23564_3,336,"18B","",3,"","",""
23565_3,336,"18C","",3,"","",""
23618_3,336,"18AB","",3,"","",""
23648_3,336,"804","",3,"","",""
23649_3,336,"808","",3,"","",""
23650_3,336,"809","",3,"","",""
23651_3,336,"811","",3,"","",""
23652_3,336,"813","",3,"","",""
23688_3,336,"572","",3,"","",""
23698_3,336,,"Without route(Bus)",3,"","",""
21013_2,316,"910","",2,"","",""
21014_2,316,"920R","",2,"","",""
21015_2,316,"930R","",2,"","",""
21016_2,316,"940R","",2,"","",""
21017_2,316,"960R","",2,"","",""
23438_2,316,"950R","",2,"","",""
21295_1,319,"M2","",1,"","",""
21296_1,319,"M1","",1,"","",""
23348_3,356,"Særbus","",3,"","",""
